CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
78596,EXCISE,32,1,1
78596,IPC,420,2,2
78597,IPC,498A,1,1
78597,IPC,302,2,2
78598,IPC,354,1,1
78598,ARMS,27,2,2
78598,IPC,363,3,3
78599,IPC,324,1,1
78599,IPC,354,2,2
78600,IPC,324,1,1
78601,BNS,64,1,1
78601,EXCISE,32,2,2
78601,IPC,302,3,3
78602,MV,184,1,1
78603,NDPS,21,1,1
78604,NDPS,20,1,1
78604,IT,66D,2,2
78604,IPC,376,3,3
78605,BNS,318,1,1
78605,SCST,3(1),2,2
78605,IPC,354,3,3
78606,MV,184,1,1
78606,IT,66C,2,2
78606,IPC,324,3,3
78607,BNS,64,1,1
78607,BNS,109,2,2
78607,BNS,318,3,3
78608,NDPS,21,1,1
78609,BNS,109,1,1
78609,DOWRY,3,2,2
78610,IPC,354,1,1
78610,ARMS,27,2,2
78610,IPC,420,3,3
78611,POCSO,8,1,1
78611,NDPS,21,2,2
78612,DOWRY,3,1,1
78613,BNS,109,1,1
78613,ARMS,27,2,2
78614,IPC,376,1,1
78614,IPC,354,2,2
78615,SCST,3(1),1,1
78615,EXCISE,32,2,2
78616,IPC,307,1,1
78617,IPC,363,1,1
78617,SCST,3(1),2,2
78617,ARMS,27,3,3
78618,IT,66C,1,1
78618,ARMS,25,2,2
78619,IPC,307,1,1
78619,BNS,109,2,2
78619,BNS,305,3,3
78620,ARMS,25,1,1
78620,IPC,376,2,2
78621,NDPS,21,1,1
78621,SCST,3(1),2,2
78622,IPC,354,1,1
78622,BNS,103,2,2
78622,ARMS,25,3,3
78623,IPC,363,1,1
78623,NDPS,21,2,2
78624,BNS,109,1,1
78624,POCSO,8,2,2
78625,IPC,363,1,1
78625,BNS,305,2,2
78625,IPC,376,3,3
78626,EXCISE,32,1,1
78627,IPC,392,1,1
78628,IPC,392,1,1
78628,MV,184,2,2
78629,SCST,3(1),1,1
78629,MV,184,2,2
78630,IPC,392,1,1
78630,IT,66D,2,2
78630,IPC,376,3,3
78631,EXCISE,32,1,1
78631,ARMS,25,2,2
78632,DOWRY,3,1,1
78633,DOWRY,4,1,1
78633,POCSO,4,2,2
78634,IPC,447,1,1
78634,IPC,324,2,2
78634,NDPS,20,3,3
78635,ARMS,27,1,1
78636,IPC,420,1,1
78636,IPC,354,2,2
78636,IPC,302,3,3
78637,BNS,109,1,1
78638,IPC,376,1,1
78638,BNS,318,2,2
78639,IPC,447,1,1
78639,EXCISE,32,2,2
78639,POCSO,8,3,3
78640,DOWRY,4,1,1
78641,ARMS,25,1,1
78641,POCSO,8,2,2
78641,IT,66D,3,3
78642,BNS,103,1,1
78642,POCSO,8,2,2
78643,ARMS,27,1,1
78643,IT,66C,2,2
78643,DOWRY,4,3,3
78644,BNS,103,1,1
78644,BNS,109,2,2
78644,NDPS,20,3,3
78645,POCSO,8,1,1
78646,DOWRY,3,1,1
78646,ARMS,27,2,2
78646,BNS,305,3,3
78647,POCSO,4,1,1
78648,IPC,302,1,1
78648,IPC,363,2,2
78648,IPC,392,3,3
78649,POCSO,8,1,1
78649,MV,184,2,2
78649,NDPS,20,3,3
78650,BNS,305,1,1
78651,DOWRY,4,1,1
78651,IPC,324,2,2
78651,DOWRY,3,3,3
78652,NDPS,21,1,1
78652,MV,184,2,2
78653,POCSO,4,1,1
78654,DOWRY,3,1,1
78654,POCSO,4,2,2
78655,IPC,392,1,1
78655,BNS,109,2,2
78656,BNS,103,1,1
78657,IPC,447,1,1
78657,NDPS,21,2,2
78657,IPC,498A,3,3
78658,IPC,363,1,1
78658,MV,185,2,2
78658,IPC,354,3,3
78659,POCSO,8,1,1
78660,IPC,307,1,1
78661,IPC,307,1,1
78661,BNS,305,2,2
78661,IPC,324,3,3
78662,IPC,447,1,1
78662,IPC,307,2,2
78662,SCST,3(1),3,3
78663,ARMS,25,1,1
78664,BNS,109,1,1
78665,BNS,318,1,1
78665,DOWRY,3,2,2
78665,POCSO,4,3,3
78666,ARMS,25,1,1
78667,IPC,420,1,1
78667,IPC,354,2,2
78668,IPC,363,1,1
78668,ARMS,27,2,2
78668,IPC,420,3,3
78669,IPC,498A,1,1
78670,IPC,363,1,1
78670,NDPS,21,2,2
78671,DOWRY,3,1,1
78671,BNS,305,2,2
78672,SCST,3(1),1,1
78672,ARMS,27,2,2
78673,POCSO,8,1,1
78674,IT,66C,1,1
78674,EXCISE,32,2,2
78675,IPC,307,1,1
78675,POCSO,4,2,2
78675,IPC,302,3,3
78676,IPC,420,1,1
78676,IT,66C,2,2
78676,BNS,318,3,3
78677,SCST,3(1),1,1
78677,IPC,447,2,2
78678,IPC,307,1,1
78678,IPC,363,2,2
78679,IPC,447,1,1
78679,MV,184,2,2
78679,IPC,392,3,3
78680,IPC,447,1,1
78680,IPC,324,2,2
78681,BNS,64,1,1
78682,BNS,318,1,1
78682,POCSO,4,2,2
78683,IT,66C,1,1
78683,POCSO,4,2,2
78684,NDPS,20,1,1
78684,IPC,498A,2,2
78684,DOWRY,4,3,3
78685,DOWRY,4,1,1
78685,NDPS,20,2,2
78685,IPC,354,3,3
78686,DOWRY,4,1,1
78686,IT,66D,2,2
78686,IPC,307,3,3
78687,IPC,363,1,1
78687,IPC,307,2,2
78687,EXCISE,32,3,3
78688,BNS,109,1,1
78688,IPC,307,2,2
78689,IPC,498A,1,1
78689,BNS,103,2,2
78690,IT,66D,1,1
78690,IPC,447,2,2
78691,MV,185,1,1
78692,EXCISE,32,1,1
78692,DOWRY,3,2,2
78692,NDPS,20,3,3
78693,IPC,354,1,1
78693,IPC,392,2,2
78694,IPC,392,1,1
78694,IPC,354,2,2
78695,IPC,324,1,1
78696,IPC,354,1,1
78696,EXCISE,32,2,2
78696,ARMS,25,3,3
78697,IPC,307,1,1
78697,EXCISE,32,2,2
78697,IPC,354,3,3
78698,POCSO,4,1,1
78699,POCSO,8,1,1
78699,IPC,376,2,2
78699,IPC,498A,3,3
78700,IPC,420,1,1
78701,BNS,318,1,1
78702,DOWRY,3,1,1
78702,ARMS,27,2,2
78702,IPC,302,3,3
78703,IT,66C,1,1
78703,NDPS,20,2,2
78704,MV,184,1,1
78704,MV,185,2,2
78704,IPC,307,3,3
78705,DOWRY,3,1,1
78705,IT,66C,2,2
78705,IPC,354,3,3
78706,EXCISE,32,1,1
78706,DOWRY,4,2,2
78706,ARMS,25,3,3
78707,IPC,498A,1,1
78707,BNS,305,2,2
78708,IPC,420,1,1
78709,SCST,3(1),1,1
78710,MV,184,1,1
78710,BNS,318,2,2
78711,IPC,302,1,1
78712,IPC,307,1,1
78712,BNS,109,2,2
78712,ARMS,25,3,3
78713,POCSO,4,1,1
78713,BNS,64,2,2
78714,NDPS,21,1,1
78714,IPC,498A,2,2
78714,IPC,307,3,3
78715,IPC,447,1,1
78715,IT,66C,2,2
78715,IPC,324,3,3
78716,IPC,324,1,1
78716,DOWRY,3,2,2
78716,MV,185,3,3
78717,IPC,420,1,1
78718,IPC,447,1,1
78718,NDPS,20,2,2
78719,IT,66D,1,1
78719,IPC,498A,2,2
78719,IPC,307,3,3
78720,IPC,447,1,1
78720,ARMS,27,2,2
78720,POCSO,8,3,3
78721,IPC,307,1,1
78722,SCST,3(1),1,1
78723,NDPS,21,1,1
78723,IPC,363,2,2
78724,IPC,324,1,1
78724,IPC,307,2,2
78725,IT,66D,1,1
78725,MV,184,2,2
78726,IT,66C,1,1
78726,IPC,392,2,2
78727,BNS,64,1,1
78728,IPC,307,1,1
78728,IPC,363,2,2
78728,IPC,392,3,3
78729,BNS,305,1,1
78730,BNS,318,1,1
78731,BNS,64,1,1
78731,IPC,376,2,2
78732,MV,184,1,1
78733,IT,66D,1,1
78733,BNS,64,2,2
78734,NDPS,20,1,1
78734,IPC,392,2,2
78735,NDPS,21,1,1
78735,IPC,447,2,2
78736,MV,184,1,1
78736,IPC,392,2,2
78737,EXCISE,32,1,1
78738,IT,66D,1,1
78739,BNS,318,1,1
78739,BNS,305,2,2
78740,IT,66C,1,1
78741,IT,66D,1,1
78741,BNS,305,2,2
78741,MV,185,3,3
78742,IPC,392,1,1
78743,BNS,305,1,1
78744,DOWRY,4,1,1
78744,ARMS,27,2,2
78745,BNS,318,1,1
78745,MV,185,2,2
78745,IPC,498A,3,3
78746,IPC,302,1,1
78746,BNS,305,2,2
78747,IPC,498A,1,1
78747,DOWRY,4,2,2
78747,IPC,307,3,3
78748,IPC,354,1,1
78749,POCSO,4,1,1
78749,IPC,447,2,2
78749,ARMS,25,3,3
78750,SCST,3(1),1,1
78750,NDPS,20,2,2
78751,DOWRY,4,1,1
78752,IPC,354,1,1
78752,IT,66D,2,2
78753,NDPS,20,1,1
78753,ARMS,25,2,2
78753,IPC,376,3,3
78754,BNS,64,1,1
78754,BNS,103,2,2
78755,IPC,363,1,1
78755,IT,66D,2,2
78755,BNS,109,3,3
78756,ARMS,25,1,1
78757,ARMS,25,1,1
78757,DOWRY,3,2,2
78757,NDPS,21,3,3
78758,DOWRY,3,1,1
78758,IPC,376,2,2
78758,POCSO,4,3,3
78759,IPC,392,1,1
78759,POCSO,4,2,2
78759,SCST,3(1),3,3
78760,NDPS,20,1,1
78760,IPC,392,2,2
78761,BNS,318,1,1
78762,BNS,305,1,1
78763,EXCISE,32,1,1
78763,POCSO,4,2,2
78763,MV,185,3,3
78764,ARMS,25,1,1
78764,IT,66C,2,2
78765,IPC,447,1,1
78765,IPC,376,2,2
78766,BNS,305,1,1
78767,IPC,324,1,1
78767,IPC,376,2,2
78768,IPC,498A,1,1
78769,EXCISE,32,1,1
78769,IPC,302,2,2
78770,MV,185,1,1
78770,SCST,3(1),2,2
78771,IPC,307,1,1
78772,MV,185,1,1
78773,IPC,302,1,1
78773,IPC,392,2,2
78774,BNS,64,1,1
78774,EXCISE,32,2,2
78775,BNS,109,1,1
78775,IPC,376,2,2
78776,IPC,354,1,1
78776,POCSO,8,2,2
78777,MV,184,1,1
78777,BNS,305,2,2
78777,IPC,392,3,3
78778,ARMS,27,1,1
78778,IT,66D,2,2
78778,IPC,307,3,3
78779,POCSO,8,1,1
78780,IPC,302,1,1
78780,BNS,103,2,2
78781,NDPS,21,1,1
78782,SCST,3(1),1,1
78782,MV,184,2,2
78782,IPC,376,3,3
78783,ARMS,25,1,1
78784,BNS,103,1,1
78785,SCST,3(1),1,1
78785,BNS,318,2,2
78786,IPC,376,1,1
78786,DOWRY,3,2,2
78787,IPC,363,1,1
78787,IPC,324,2,2
78788,ARMS,27,1,1
78788,IPC,498A,2,2
78789,IPC,392,1,1
78789,DOWRY,4,2,2
78790,MV,184,1,1
78790,POCSO,8,2,2
78791,POCSO,4,1,1
78791,ARMS,27,2,2
78791,NDPS,21,3,3
78792,IPC,376,1,1
78792,IPC,498A,2,2
78792,IT,66D,3,3
78793,MV,184,1,1
78793,BNS,64,2,2
78793,NDPS,21,3,3
78794,EXCISE,32,1,1
78794,SCST,3(1),2,2
78795,IPC,363,1,1
78796,IPC,447,1,1
78796,ARMS,25,2,2
78797,BNS,103,1,1
78797,IPC,354,2,2
78797,NDPS,21,3,3
78798,BNS,305,1,1
78798,IPC,302,2,2
78798,POCSO,8,3,3
78799,IPC,363,1,1
78800,BNS,109,1,1
78800,IPC,447,2,2
78801,IPC,420,1,1
78801,BNS,109,2,2
78802,IPC,392,1,1
78803,BNS,318,1,1
78803,IPC,420,2,2
78803,IPC,376,3,3
78804,NDPS,20,1,1
78805,SCST,3(1),1,1
78805,MV,185,2,2
78805,POCSO,8,3,3
78806,ARMS,27,1,1
78807,IPC,302,1,1
78808,IPC,392,1,1
78809,EXCISE,32,1,1
78809,BNS,109,2,2
78809,DOWRY,3,3,3
78810,BNS,318,1,1
78811,BNS,305,1,1
78811,ARMS,27,2,2
78812,IPC,420,1,1
78812,IPC,447,2,2
78812,EXCISE,32,3,3
78813,POCSO,4,1,1
78813,BNS,318,2,2
78813,IPC,392,3,3
78814,POCSO,8,1,1
78814,POCSO,4,2,2
78814,ARMS,27,3,3
78815,IPC,447,1,1
78815,MV,185,2,2
78816,IT,66D,1,1
78816,BNS,318,2,2
78817,IPC,363,1,1
78817,BNS,305,2,2
78817,DOWRY,3,3,3
78818,IPC,392,1,1
78819,ARMS,25,1,1
78820,DOWRY,3,1,1
78820,SCST,3(1),2,2
78821,BNS,64,1,1
78821,POCSO,8,2,2
78822,POCSO,4,1,1
78823,IT,66C,1,1
78823,IT,66D,2,2
78823,NDPS,20,3,3
78824,ARMS,25,1,1
78824,IPC,354,2,2
78825,DOWRY,3,1,1
78825,BNS,109,2,2
78826,IPC,307,1,1
78827,IPC,420,1,1
78827,IPC,307,2,2
78828,IPC,363,1,1
78829,IPC,302,1,1
78829,IPC,447,2,2
78829,MV,184,3,3
78830,BNS,103,1,1
78830,ARMS,27,2,2
78830,MV,184,3,3
78831,IPC,307,1,1
78832,POCSO,8,1,1
78832,IPC,307,2,2
78832,ARMS,25,3,3
78833,IPC,498A,1,1
78834,EXCISE,32,1,1
78835,IPC,324,1,1
78835,EXCISE,32,2,2
78835,IT,66C,3,3
78836,IPC,376,1,1
78836,IT,66C,2,2
78836,IPC,447,3,3
78837,IPC,354,1,1
78837,SCST,3(1),2,2
78838,IPC,376,1,1
78838,IPC,420,2,2
78839,SCST,3(1),1,1
78840,BNS,318,1,1
78840,IPC,302,2,2
78840,IPC,447,3,3
78841,BNS,103,1,1
78842,SCST,3(1),1,1
78842,MV,184,2,2
78842,BNS,109,3,3
78843,IPC,420,1,1
78843,BNS,103,2,2
78843,IPC,307,3,3
78844,BNS,64,1,1
78844,IPC,302,2,2
78845,ARMS,25,1,1
78845,DOWRY,4,2,2
78845,IT,66D,3,3
78846,IT,66C,1,1
78847,IPC,363,1,1
78847,BNS,318,2,2
78848,IPC,447,1,1
78848,IPC,307,2,2
78849,POCSO,4,1,1
78849,BNS,109,2,2
78850,BNS,109,1,1
78850,NDPS,20,2,2
78850,IPC,498A,3,3
78851,BNS,109,1,1
78851,ARMS,25,2,2
78851,ARMS,27,3,3
78852,IPC,447,1,1
78852,IPC,420,2,2
78853,ARMS,27,1,1
78853,IT,66D,2,2
78853,DOWRY,3,3,3
78854,IPC,420,1,1
78854,IPC,354,2,2
78854,BNS,103,3,3
78855,IT,66C,1,1
78855,SCST,3(1),2,2
78856,ARMS,25,1,1
78856,IPC,447,2,2
78857,IPC,447,1,1
78858,IPC,376,1,1
78858,SCST,3(1),2,2
78859,IT,66C,1,1
78860,IPC,324,1,1
78860,IPC,307,2,2
78861,IT,66C,1,1
78861,EXCISE,32,2,2
78861,IPC,498A,3,3
78862,ARMS,25,1,1
78862,NDPS,20,2,2
78862,IT,66C,3,3
78863,IT,66D,1,1
78863,IPC,354,2,2
78864,IPC,363,1,1
78864,IPC,302,2,2
78865,DOWRY,3,1,1
78865,EXCISE,32,2,2
78866,MV,185,1,1
78866,IPC,498A,2,2
78866,BNS,64,3,3
78867,IPC,447,1,1
78867,DOWRY,3,2,2
78867,POCSO,4,3,3
78868,IPC,376,1,1
78868,IPC,363,2,2
78868,MV,185,3,3
78869,IT,66D,1,1
78869,MV,184,2,2
78870,SCST,3(1),1,1
78871,IPC,420,1,1
78872,NDPS,20,1,1
78872,DOWRY,4,2,2
78872,BNS,305,3,3
78873,IPC,447,1,1
78873,SCST,3(1),2,2
78874,POCSO,4,1,1
78874,IPC,307,2,2
78874,BNS,103,3,3
78875,BNS,64,1,1
78875,MV,185,2,2
78876,BNS,64,1,1
78876,IPC,363,2,2
78876,IPC,302,3,3
78877,IPC,376,1,1
78878,BNS,318,1,1
78878,IPC,307,2,2
78878,POCSO,4,3,3
78879,ARMS,27,1,1
78879,IPC,354,2,2
78880,IPC,447,1,1
78880,IPC,354,2,2
78880,IPC,363,3,3
78881,BNS,103,1,1
78881,DOWRY,3,2,2
78882,BNS,109,1,1
78883,NDPS,21,1,1
78883,BNS,318,2,2
78883,BNS,64,3,3
78884,BNS,103,1,1
78885,IT,66C,1,1
78885,MV,185,2,2
78886,NDPS,20,1,1
78886,BNS,64,2,2
78886,IPC,420,3,3
78887,NDPS,21,1,1
78888,DOWRY,4,1,1
78888,IPC,392,2,2
78888,NDPS,21,3,3
78889,IPC,376,1,1
78889,MV,184,2,2
78890,IPC,420,1,1
78890,IPC,324,2,2
78891,EXCISE,32,1,1
78891,IPC,376,2,2
78892,IPC,354,1,1
78893,BNS,109,1,1
78893,IPC,498A,2,2
78893,EXCISE,32,3,3
78894,IPC,354,1,1
78894,IT,66C,2,2
78894,ARMS,25,3,3
78895,IPC,447,1,1
78895,IPC,302,2,2
78896,IPC,392,1,1
78897,BNS,109,1,1
78898,DOWRY,3,1,1
78898,IPC,354,2,2
78898,IT,66C,3,3
78899,SCST,3(1),1,1
78899,MV,185,2,2
78899,ARMS,27,3,3
78900,ARMS,27,1,1
78900,IPC,392,2,2
78901,BNS,109,1,1
78902,NDPS,21,1,1
78903,IT,66D,1,1
78904,IT,66C,1,1
78904,IPC,324,2,2
78905,IPC,376,1,1
78905,BNS,64,2,2
78905,EXCISE,32,3,3
78906,IT,66C,1,1
78906,IT,66D,2,2
78906,NDPS,20,3,3
78907,IPC,363,1,1
78907,IPC,307,2,2
78907,BNS,64,3,3
78908,BNS,305,1,1
78908,BNS,103,2,2
78908,POCSO,8,3,3
78909,IPC,392,1,1
78909,IPC,447,2,2
78910,MV,184,1,1
78910,IPC,324,2,2
78911,NDPS,20,1,1
78911,POCSO,8,2,2
78911,DOWRY,3,3,3
78912,IPC,302,1,1
78912,BNS,109,2,2
78912,MV,185,3,3
78913,DOWRY,3,1,1
78913,IPC,447,2,2
78914,POCSO,8,1,1
78914,IPC,420,2,2
78914,IPC,363,3,3
78915,POCSO,8,1,1
78915,IPC,376,2,2
78915,BNS,109,3,3
78916,IT,66D,1,1
78917,IT,66D,1,1
78917,ARMS,25,2,2
78918,BNS,109,1,1
78918,IPC,324,2,2
78918,BNS,318,3,3
78919,IPC,307,1,1
78919,BNS,103,2,2
78920,ARMS,25,1,1
78920,NDPS,20,2,2
78921,IPC,354,1,1
78922,MV,185,1,1
78923,IPC,302,1,1
78923,BNS,305,2,2
78923,IPC,447,3,3
78924,BNS,109,1,1
78925,SCST,3(1),1,1
78926,ARMS,25,1,1
78927,NDPS,21,1,1
78928,IPC,498A,1,1
78929,IT,66C,1,1
78929,IPC,447,2,2
78929,BNS,103,3,3
78930,SCST,3(1),1,1
78930,IPC,354,2,2
78931,BNS,305,1,1
78931,IPC,447,2,2
78931,IPC,307,3,3
78932,IPC,376,1,1
78932,EXCISE,32,2,2
78932,IPC,354,3,3
78933,BNS,305,1,1
78933,IPC,302,2,2
78934,POCSO,8,1,1
78934,IPC,307,2,2
78934,IPC,392,3,3
78935,POCSO,8,1,1
78935,IPC,354,2,2
78935,IPC,363,3,3
78936,IT,66C,1,1
78937,IT,66C,1,1
78937,BNS,64,2,2
78937,BNS,109,3,3
78938,IPC,324,1,1
78939,IPC,447,1,1
78939,BNS,305,2,2
78940,ARMS,25,1,1
78940,IPC,302,2,2
78940,IPC,324,3,3
78941,BNS,103,1,1
78942,IPC,376,1,1
78943,EXCISE,32,1,1
78944,BNS,318,1,1
78944,MV,184,2,2
78944,IPC,420,3,3
78945,IPC,376,1,1
78945,IPC,324,2,2
78946,EXCISE,32,1,1
78947,IPC,420,1,1
78948,DOWRY,4,1,1
78948,MV,184,2,2
78948,EXCISE,32,3,3
78949,BNS,318,1,1
78949,IT,66D,2,2
78949,IPC,447,3,3
78950,IPC,376,1,1
78951,MV,185,1,1
78952,IPC,324,1,1
78953,BNS,103,1,1
78953,IPC,420,2,2
78953,ARMS,27,3,3
78954,BNS,103,1,1
78954,IPC,354,2,2
78954,DOWRY,3,3,3
78955,ARMS,27,1,1
78955,BNS,103,2,2
78956,IPC,447,1,1
78957,MV,184,1,1
78957,IPC,420,2,2
78957,IPC,447,3,3
78958,NDPS,20,1,1
78959,BNS,318,1,1
78959,ARMS,25,2,2
78959,BNS,109,3,3
78960,BNS,318,1,1
78960,IPC,363,2,2
78960,IT,66C,3,3
78961,DOWRY,3,1,1
78962,IT,66D,1,1
78962,BNS,305,2,2
78963,MV,184,1,1
78963,IPC,392,2,2
78964,SCST,3(1),1,1
78965,IPC,307,1,1
78966,IPC,498A,1,1
78967,IPC,324,1,1
78967,MV,185,2,2
78967,ARMS,27,3,3
78968,BNS,305,1,1
78969,IT,66C,1,1
78969,BNS,64,2,2
78970,POCSO,8,1,1
78971,NDPS,21,1,1
78971,BNS,64,2,2
78972,BNS,64,1,1
78973,IT,66C,1,1
78973,IPC,302,2,2
78974,NDPS,20,1,1
78974,BNS,103,2,2
78975,EXCISE,32,1,1
78975,SCST,3(1),2,2
78976,IT,66D,1,1
78976,ARMS,25,2,2
78976,IPC,302,3,3
78977,DOWRY,3,1,1
78978,POCSO,8,1,1
78979,NDPS,20,1,1
78980,IPC,302,1,1
78980,BNS,318,2,2
78980,IT,66D,3,3
78981,BNS,103,1,1
78982,IPC,307,1,1
78983,IPC,392,1,1
78984,NDPS,21,1,1
78985,NDPS,20,1,1
78985,EXCISE,32,2,2
78985,IPC,363,3,3
78986,BNS,64,1,1
78986,POCSO,4,2,2
78987,IPC,324,1,1
78988,IPC,447,1,1
78988,IPC,363,2,2
78989,IPC,498A,1,1
78989,POCSO,8,2,2
78990,SCST,3(1),1,1
78990,ARMS,27,2,2
78990,DOWRY,4,3,3
78991,MV,184,1,1
78991,DOWRY,3,2,2
78992,IPC,420,1,1
78993,IPC,307,1,1
78993,BNS,305,2,2
78994,IPC,498A,1,1
78995,IT,66D,1,1
78996,IT,66C,1,1
78997,ARMS,27,1,1
78998,IPC,324,1,1
78998,IT,66C,2,2
78998,IPC,392,3,3
78999,BNS,318,1,1
78999,DOWRY,3,2,2
79000,BNS,305,1,1
79000,NDPS,21,2,2
79000,EXCISE,32,3,3
79001,IPC,307,1,1
79002,POCSO,8,1,1
79002,MV,185,2,2
79002,IPC,420,3,3
79003,IPC,302,1,1
79003,DOWRY,3,2,2
79004,IPC,324,1,1
79004,IPC,354,2,2
79005,BNS,64,1,1
79005,EXCISE,32,2,2
79006,IPC,498A,1,1
79006,EXCISE,32,2,2
79007,MV,184,1,1
79008,IPC,324,1,1
79008,POCSO,4,2,2
79008,IPC,420,3,3
79009,SCST,3(1),1,1
79010,EXCISE,32,1,1
79010,POCSO,4,2,2
79011,IPC,363,1,1
79011,MV,184,2,2
79012,ARMS,27,1,1
79012,BNS,103,2,2
79012,ARMS,25,3,3
79013,IPC,302,1,1
79014,ARMS,27,1,1
79014,BNS,318,2,2
79014,IT,66D,3,3
79015,IPC,392,1,1
79015,IPC,307,2,2
79016,IPC,363,1,1
79017,NDPS,21,1,1
79017,NDPS,20,2,2
79018,ARMS,25,1,1
79018,IPC,498A,2,2
79018,BNS,305,3,3
79019,BNS,305,1,1
79020,IPC,354,1,1
79020,IPC,392,2,2
79020,NDPS,21,3,3
79021,IT,66C,1,1
79021,MV,185,2,2
79022,IPC,420,1,1
79023,IPC,324,1,1
79023,DOWRY,4,2,2
79024,ARMS,27,1,1
79025,BNS,318,1,1
79025,NDPS,21,2,2
79026,IPC,392,1,1
79027,BNS,109,1,1
79027,IPC,354,2,2
79028,SCST,3(1),1,1
79028,BNS,305,2,2
79029,IPC,324,1,1
79029,POCSO,8,2,2
79029,IPC,302,3,3
79030,IPC,447,1,1
79030,BNS,103,2,2
79030,ARMS,27,3,3
79031,POCSO,4,1,1
79031,IPC,324,2,2
79032,IT,66C,1,1
79032,DOWRY,3,2,2
79032,IPC,307,3,3
79033,POCSO,8,1,1
79033,BNS,318,2,2
79034,IPC,302,1,1
79035,MV,184,1,1
79035,BNS,318,2,2
79036,EXCISE,32,1,1
79036,IPC,307,2,2
79037,BNS,305,1,1
79037,POCSO,4,2,2
79037,IPC,447,3,3
79038,ARMS,25,1,1
79038,BNS,109,2,2
79038,NDPS,20,3,3
79039,BNS,64,1,1
79040,IPC,324,1,1
79041,BNS,305,1,1
79041,IT,66D,2,2
79041,IPC,324,3,3
79042,IPC,307,1,1
79042,POCSO,4,2,2
79043,IPC,498A,1,1
79043,POCSO,4,2,2
79044,MV,184,1,1
79045,POCSO,4,1,1
79046,POCSO,8,1,1
79046,BNS,109,2,2
79046,NDPS,21,3,3
79047,DOWRY,4,1,1
79047,ARMS,27,2,2
79048,IPC,376,1,1
79049,POCSO,8,1,1
79050,BNS,318,1,1
79050,IPC,447,2,2
79051,IPC,392,1,1
79051,BNS,103,2,2
79052,BNS,109,1,1
79053,IPC,447,1,1
79054,BNS,318,1,1
79054,IPC,324,2,2
79055,MV,185,1,1
79056,NDPS,20,1,1
79056,SCST,3(1),2,2
79056,BNS,64,3,3
79057,IPC,354,1,1
79057,NDPS,20,2,2
79058,BNS,109,1,1
79058,BNS,103,2,2
79059,MV,185,1,1
79059,MV,184,2,2
79059,ARMS,27,3,3
79060,SCST,3(1),1,1
79060,MV,185,2,2
79061,IPC,307,1,1
79061,IPC,354,2,2
79061,IPC,376,3,3
79062,POCSO,4,1,1
79062,IPC,354,2,2
79063,BNS,318,1,1
79063,EXCISE,32,2,2
79063,MV,184,3,3
79064,EXCISE,32,1,1
79065,BNS,305,1,1
79065,EXCISE,32,2,2
79065,IPC,324,3,3
79066,ARMS,25,1,1
79066,EXCISE,32,2,2
79067,IPC,420,1,1
79067,IPC,363,2,2
79068,IPC,392,1,1
79069,BNS,109,1,1
79070,IPC,498A,1,1
79070,BNS,109,2,2
79070,IPC,420,3,3
79071,IPC,447,1,1
79072,IPC,354,1,1
79073,DOWRY,3,1,1
79074,NDPS,20,1,1
79074,IPC,302,2,2
79074,IPC,498A,3,3
79075,IT,66D,1,1
79076,IPC,498A,1,1
79076,DOWRY,3,2,2
79077,MV,185,1,1
79077,BNS,109,2,2
79077,IPC,447,3,3
79078,IT,66C,1,1
79078,IPC,363,2,2
79079,MV,185,1,1
79079,IPC,447,2,2
79080,BNS,109,1,1
79080,ARMS,27,2,2
79081,IPC,447,1,1
79081,IPC,376,2,2
79082,NDPS,21,1,1
79083,ARMS,27,1,1
79083,BNS,109,2,2
79084,BNS,109,1,1
79084,ARMS,25,2,2
79085,IPC,447,1,1
79086,IPC,392,1,1
79086,NDPS,21,2,2
79086,BNS,109,3,3
79087,ARMS,27,1,1
79087,IT,66D,2,2
79088,IPC,392,1,1
79088,BNS,109,2,2
79089,NDPS,21,1,1
79089,IPC,498A,2,2
79090,BNS,318,1,1
79090,IPC,498A,2,2
79090,NDPS,21,3,3
79091,MV,185,1,1
79091,MV,184,2,2
79092,IPC,354,1,1
79092,BNS,109,2,2
79092,BNS,103,3,3
79093,MV,184,1,1
79093,IPC,302,2,2
79094,POCSO,8,1,1
79095,IT,66D,1,1
79095,IPC,498A,2,2
79095,BNS,318,3,3
79096,NDPS,21,1,1
79097,IPC,324,1,1
79097,IPC,420,2,2
79097,NDPS,21,3,3
79098,EXCISE,32,1,1
79098,IPC,354,2,2
79098,IPC,363,3,3
79099,MV,185,1,1
79099,MV,184,2,2
79099,IPC,324,3,3
79100,IPC,498A,1,1
79100,IPC,363,2,2
79101,IPC,307,1,1
79101,BNS,103,2,2
79101,MV,184,3,3
79102,IPC,376,1,1
79102,IPC,363,2,2
79103,IPC,420,1,1
79104,IPC,498A,1,1
79104,MV,185,2,2
79105,ARMS,27,1,1
79105,BNS,109,2,2
79105,IPC,376,3,3
79106,MV,184,1,1
79106,POCSO,4,2,2
79106,NDPS,20,3,3
79107,IPC,498A,1,1
79108,MV,184,1,1
79108,IPC,376,2,2
79108,BNS,64,3,3
79109,IPC,354,1,1
79109,DOWRY,4,2,2
79109,NDPS,21,3,3
79110,ARMS,27,1,1
79110,IPC,363,2,2
79111,IPC,354,1,1
79111,POCSO,8,2,2
