CSID,CaseMasterID,csdate,cstype,PolicePersonID
37433,92907,2025-10-16 21:41:00,A,2556
37434,92908,2026-01-05 04:24:00,B,6557
37435,92912,2024-09-23 20:32:00,B,1664
37436,92913,2024-06-16 01:24:00,A,4112
37437,92915,2024-04-14 04:34:00,A,3754
37438,92918,2025-07-21 14:51:00,A,7633
37439,92920,2025-11-14 04:42:00,A,4789
37440,92922,2026-01-03 17:09:00,A,2291
37441,92923,2025-01-01 09:56:00,A,5330
37442,92925,2024-06-08 18:39:00,A,6609
37443,92926,2024-10-20 17:50:00,A,4830
37444,92928,2026-04-29 04:59:00,B,2
37445,92930,2026-03-12 11:29:00,C,5690
37446,92932,2025-11-17 22:53:00,A,829
37447,92933,2025-07-11 06:22:00,C,6091
37448,92934,2024-04-05 20:03:00,A,3816
37449,92939,2026-09-20 17:58:00,C,3203
37450,92941,2025-09-26 10:44:00,A,3168
37451,92942,2025-03-05 09:50:00,C,4245
37452,92949,2024-06-07 15:41:00,B,7692
37453,92950,2026-03-08 06:59:00,A,1524
37454,92951,2025-01-12 01:13:00,A,4593
37455,92954,2026-02-07 02:06:00,A,7895
37456,92957,2025-09-05 08:12:00,C,4882
37457,92959,2024-12-27 15:53:00,C,3399
37458,92960,2025-08-26 11:26:00,C,3749
37459,92961,2024-11-18 01:51:00,A,4090
37460,92962,2024-07-06 03:48:00,A,7263
37461,92964,2025-12-11 06:42:00,A,4611
37462,92965,2024-09-04 15:03:00,B,5801
37463,92967,2025-07-21 02:51:00,A,7222
37464,92971,2024-06-08 12:43:00,A,2986
37465,92974,2025-11-29 11:37:00,C,627
37466,92976,2024-05-12 18:42:00,A,7730
37467,92978,2024-10-13 22:05:00,A,320
37468,92979,2025-05-13 01:51:00,A,1186
37469,92980,2026-04-30 12:03:00,A,2501
37470,92982,2024-10-05 20:22:00,A,3009
37471,92985,2025-10-02 16:18:00,B,1799
37472,92986,2025-05-30 18:04:00,A,5555
37473,92990,2024-03-29 22:37:00,C,6768
37474,92991,2024-03-22 17:36:00,B,925
37475,92992,2025-06-23 15:06:00,A,3185
37476,92994,2026-02-04 18:00:00,A,756
37477,92996,2024-08-10 09:48:00,B,7721
37478,92997,2026-02-08 16:22:00,A,1205
37479,93005,2026-01-27 17:10:00,C,2391
37480,93008,2026-06-03 22:48:00,A,6102
37481,93009,2026-07-20 10:56:00,A,6170
37482,93010,2024-04-25 19:19:00,A,1564
37483,93012,2024-11-11 10:17:00,A,7824
37484,93013,2026-05-13 06:15:00,A,3876
37485,93014,2024-08-03 21:59:00,B,2187
37486,93015,2026-05-08 17:05:00,C,7379
37487,93016,2024-08-02 03:42:00,A,7349
37488,93019,2026-03-15 00:57:00,A,2842
37489,93022,2025-07-25 16:13:00,C,2000
37490,93024,2024-09-01 11:12:00,A,7347
37491,93028,2026-03-09 12:11:00,A,1127
37492,93030,2026-03-01 21:49:00,C,3883
37493,93031,2026-05-07 01:23:00,A,945
37494,93033,2026-02-08 05:04:00,A,2686
37495,93035,2025-09-12 12:53:00,B,3705
37496,93037,2025-07-26 19:06:00,A,2094
37497,93038,2024-08-30 14:27:00,C,1297
37498,93040,2025-08-05 20:48:00,A,1305
37499,93041,2026-06-16 02:55:00,A,4598
37500,93042,2024-09-26 11:41:00,B,3640
37501,93044,2026-01-30 06:06:00,A,1018
37502,93046,2026-05-06 19:41:00,C,7338
37503,93047,2026-02-17 19:51:00,B,7160
37504,93049,2024-11-28 09:05:00,A,4829
37505,93061,2024-05-25 16:48:00,A,5409
37506,93067,2025-05-25 14:14:00,A,2949
37507,93068,2024-11-23 05:37:00,C,6512
37508,93069,2025-02-19 16:35:00,A,2390
37509,93070,2025-05-16 19:28:00,A,4125
37510,93073,2025-02-03 23:22:00,A,5783
37511,93078,2026-09-23 07:32:00,C,4289
37512,93080,2026-03-21 01:27:00,A,5573
37513,93082,2025-05-07 08:20:00,B,3998
37514,93083,2026-04-28 08:27:00,A,6550
37515,93086,2026-04-01 08:12:00,A,7929
37516,93087,2024-10-02 04:11:00,A,732
37517,93089,2024-04-29 17:32:00,B,6648
37518,93093,2025-10-05 08:55:00,A,4888
37519,93096,2025-03-10 03:53:00,A,1256
37520,93097,2026-06-10 11:53:00,A,3764
37521,93099,2025-01-25 21:32:00,C,695
37522,93100,2025-03-29 04:50:00,A,5289
37523,93101,2026-04-25 09:20:00,C,1535
37524,93104,2024-12-11 01:40:00,A,7618
37525,93105,2025-10-26 22:33:00,C,3924
37526,93108,2024-11-14 17:40:00,B,3140
37527,93109,2024-02-08 18:32:00,A,990
37528,93110,2024-04-20 00:00:00,C,274
37529,93111,2026-05-21 03:15:00,C,4529
37530,93112,2026-01-20 21:36:00,A,6928
37531,93113,2024-04-30 01:52:00,A,652
37532,93119,2026-05-16 17:21:00,A,5511
37533,93120,2025-06-26 22:41:00,C,1391
37534,93123,2025-02-11 16:11:00,A,963
37535,93124,2025-08-29 06:12:00,B,5280
37536,93125,2025-07-24 08:42:00,A,4999
37537,93127,2024-05-20 23:24:00,A,4645
37538,93131,2024-12-02 05:25:00,C,584
37539,93132,2026-01-06 14:42:00,B,2871
37540,93133,2025-07-12 07:38:00,A,664
37541,93134,2024-12-12 03:39:00,C,470
37542,93136,2025-10-31 04:10:00,C,2270
37543,93138,2025-07-19 15:32:00,B,3182
37544,93140,2024-09-28 10:00:00,A,1835
37545,93142,2024-11-17 15:52:00,B,2672
37546,93143,2026-02-01 07:21:00,A,1152
37547,93145,2024-08-19 18:35:00,A,7222
37548,93147,2026-07-26 00:40:00,A,4852
37549,93150,2025-05-03 18:29:00,A,4645
37550,93151,2026-06-18 09:08:00,A,4494
37551,93152,2024-06-20 21:36:00,B,4259
37552,93153,2024-05-25 11:51:00,A,168
37553,93154,2025-12-28 06:16:00,A,4305
37554,93155,2024-07-06 14:40:00,A,6720
37555,93157,2025-10-13 22:33:00,B,803
37556,93158,2024-05-27 04:45:00,A,1118
37557,93160,2025-08-08 08:48:00,B,1586
37558,93161,2025-12-11 18:48:00,A,5731
37559,93164,2025-10-08 17:29:00,A,7550
37560,93167,2026-09-07 23:08:00,C,25
37561,93168,2024-07-13 17:13:00,B,1482
37562,93169,2026-06-21 10:01:00,B,7040
37563,93171,2024-07-28 05:30:00,A,7186
37564,93175,2024-05-18 16:14:00,A,2550
37565,93176,2024-05-26 04:54:00,B,7502
37566,93180,2024-06-01 15:30:00,C,5303
37567,93182,2025-03-16 02:53:00,A,3662
37568,93183,2026-07-29 11:13:00,C,5591
37569,93184,2024-08-10 12:15:00,A,7645
37570,93186,2025-04-16 18:12:00,A,7850
37571,93188,2025-06-05 15:25:00,B,4955
37572,93190,2026-06-02 14:40:00,A,3754
37573,93191,2026-04-04 10:38:00,A,2832
37574,93194,2026-10-02 08:37:00,C,6111
37575,93195,2026-02-13 14:24:00,A,5047
37576,93198,2024-05-31 14:30:00,C,5577
37577,93200,2026-03-10 10:30:00,A,1974
37578,93201,2026-04-07 21:11:00,A,7980
37579,93204,2025-07-22 20:50:00,B,6408
37580,93205,2026-05-30 22:32:00,A,826
37581,93207,2025-01-14 08:15:00,A,3912
37582,93208,2026-02-06 23:39:00,A,4315
37583,93213,2026-01-04 04:04:00,A,7279
37584,93220,2024-11-05 05:07:00,A,7399
37585,93221,2024-06-05 17:19:00,B,1669
37586,93222,2026-03-01 13:29:00,A,4427
37587,93227,2025-02-24 06:14:00,A,4482
37588,93229,2026-09-26 17:38:00,C,4798
37589,93235,2026-07-23 02:11:00,A,2417
37590,93236,2025-10-17 18:45:00,A,622
37591,93237,2026-06-15 13:35:00,A,728
37592,93238,2024-11-09 10:52:00,A,6330
37593,93241,2025-01-25 16:09:00,C,6960
37594,93246,2026-05-18 00:05:00,A,2202
37595,93247,2024-09-18 18:07:00,A,3392
37596,93252,2024-11-16 07:24:00,A,4836
37597,93254,2025-10-28 21:07:00,A,5886
37598,93255,2026-05-31 18:09:00,A,692
37599,93261,2026-01-22 15:53:00,A,5686
37600,93262,2024-10-24 00:11:00,A,7505
37601,93263,2026-03-08 01:30:00,C,6168
37602,93267,2025-04-20 17:39:00,B,3494
37603,93269,2024-02-17 21:45:00,C,3391
37604,93270,2025-03-01 18:48:00,B,579
37605,93272,2026-03-19 04:04:00,A,6298
37606,93274,2024-04-05 21:26:00,A,6663
37607,93280,2024-08-25 05:10:00,C,3494
37608,93282,2025-08-19 02:27:00,A,366
37609,93285,2025-12-31 15:08:00,A,1329
37610,93286,2024-09-01 05:53:00,A,3707
37611,93288,2025-07-08 08:01:00,A,5445
37612,93297,2024-08-19 05:58:00,B,5096
37613,93298,2025-01-15 14:17:00,A,4957
37614,93301,2024-05-25 07:20:00,A,4210
37615,93302,2026-08-27 06:50:00,A,230
37616,93308,2026-04-10 11:35:00,B,4346
37617,93309,2025-09-02 15:12:00,A,5789
37618,93310,2026-09-13 04:23:00,C,3942
37619,93311,2025-06-19 03:05:00,A,2645
37620,93312,2024-05-01 07:09:00,A,7052
37621,93313,2026-09-26 09:28:00,A,3695
37622,93314,2026-07-21 04:42:00,B,2205
37623,93318,2024-11-02 10:36:00,A,3072
37624,93319,2025-05-07 06:21:00,C,1303
37625,93320,2025-03-26 16:49:00,A,4509
37626,93322,2025-10-13 10:15:00,A,4595
37627,93324,2026-03-18 00:56:00,B,4312
37628,93327,2025-10-29 19:38:00,A,7993
37629,93328,2026-03-07 10:27:00,C,349
37630,93330,2025-10-12 07:45:00,B,6123
37631,93332,2024-07-15 08:15:00,A,4992
37632,93336,2024-09-06 10:09:00,A,4861
37633,93337,2025-07-15 03:56:00,A,6478
37634,93338,2025-05-13 14:26:00,A,4577
37635,93339,2025-11-10 10:44:00,C,3918
37636,93340,2026-02-11 11:36:00,B,1574
37637,93341,2026-01-04 10:51:00,C,2187
37638,93344,2026-03-01 01:18:00,A,4174
37639,93346,2026-06-17 23:16:00,B,5223
37640,93347,2024-05-21 02:20:00,A,5336
37641,93349,2024-07-13 19:37:00,A,125
37642,93357,2024-03-25 04:27:00,A,4559
37643,93358,2025-08-16 02:20:00,B,3543
37644,93363,2025-09-10 20:00:00,A,3568
37645,93364,2025-03-01 18:02:00,C,1761
37646,93369,2025-02-21 17:01:00,C,6377
37647,93371,2024-09-17 18:18:00,A,4488
37648,93372,2026-04-15 18:31:00,A,7725
37649,93374,2025-08-19 14:00:00,C,127
37650,93375,2024-04-04 16:56:00,A,7667
37651,93377,2026-06-15 15:34:00,A,3841
37652,93378,2026-08-15 02:27:00,A,3382
37653,93387,2025-03-03 22:10:00,B,4450
37654,93388,2026-03-04 17:23:00,C,2884
37655,93391,2024-09-09 20:21:00,A,2986
37656,93396,2024-08-05 04:13:00,A,2311
37657,93400,2026-08-06 17:30:00,A,594
37658,93401,2025-05-02 20:29:00,C,652
37659,93402,2025-07-25 18:25:00,A,6353
37660,93403,2024-09-18 17:05:00,B,904
37661,93404,2024-04-25 11:20:00,C,6403
37662,93405,2025-05-24 06:37:00,A,6623
37663,93409,2024-08-03 04:05:00,C,6153
37664,93414,2025-04-21 03:17:00,A,6263
37665,93421,2024-12-03 13:50:00,A,2769
37666,93423,2025-09-21 15:48:00,A,4378
37667,93428,2026-03-23 16:33:00,A,3177
37668,93431,2024-07-24 02:06:00,B,4495
37669,93435,2025-09-17 03:10:00,A,7483
37670,93437,2024-10-13 15:20:00,A,2870
37671,93441,2026-04-25 16:24:00,B,7628
37672,93444,2025-09-18 05:55:00,A,5518
37673,93448,2024-05-28 16:52:00,C,367
37674,93449,2025-04-17 06:43:00,A,3255
37675,93450,2026-02-21 21:54:00,C,482
37676,93452,2025-03-20 12:10:00,A,1607
37677,93459,2024-09-24 18:19:00,C,419
37678,93461,2025-06-23 08:31:00,B,4253
37679,93465,2024-08-28 10:24:00,B,5659
37680,93466,2024-12-28 15:18:00,A,5937
37681,93474,2024-02-20 08:03:00,C,1318
37682,93475,2025-11-21 00:16:00,A,1856
37683,93478,2024-11-27 06:31:00,A,3064
37684,93479,2026-01-20 06:39:00,A,7878
37685,93480,2024-06-26 20:27:00,B,4467
37686,93481,2025-02-10 22:00:00,C,7803
37687,93482,2025-05-02 13:06:00,A,1929
37688,93484,2024-10-18 12:30:00,A,4180
37689,93485,2025-07-28 16:11:00,B,5201
37690,93490,2025-06-25 11:17:00,A,6627
37691,93492,2026-01-20 03:42:00,A,7190
37692,93495,2025-09-18 23:01:00,A,1122
37693,93498,2026-02-08 23:13:00,A,7399
37694,93500,2026-01-13 01:35:00,C,5782
37695,93501,2025-05-10 02:46:00,A,1281
37696,93503,2026-09-07 01:18:00,A,6904
37697,93508,2026-06-16 04:59:00,A,2854
37698,93511,2025-04-11 01:05:00,B,6184
37699,93513,2024-07-20 17:12:00,A,6083
37700,93514,2026-05-25 08:06:00,C,6755
37701,93515,2026-05-31 22:14:00,A,4814
37702,93517,2026-04-17 15:12:00,A,444
37703,93518,2026-09-20 15:35:00,A,5505
37704,93519,2024-12-04 05:15:00,A,6271
37705,93522,2025-01-19 05:15:00,A,1655
37706,93526,2024-06-26 09:54:00,A,4015
37707,93527,2024-05-18 15:29:00,A,3255
37708,93528,2025-04-12 15:28:00,A,700
37709,93529,2025-10-08 17:55:00,A,6070
37710,93530,2025-02-21 13:14:00,A,6845
37711,93531,2024-03-24 03:33:00,A,2667
37712,93534,2025-07-17 22:47:00,C,5680
37713,93537,2024-06-18 00:13:00,A,6540
37714,93541,2025-12-14 18:10:00,A,6703
37715,93544,2025-03-05 02:10:00,C,2713
37716,93545,2024-05-14 21:42:00,B,6821
37717,93549,2025-04-14 16:47:00,C,7353
37718,93557,2026-06-11 03:44:00,A,4830
37719,93558,2024-05-04 20:18:00,A,1083
37720,93559,2026-05-27 05:45:00,A,1982
37721,93560,2025-01-28 11:27:00,A,1567
37722,93564,2024-12-11 08:59:00,A,6795
37723,93567,2026-07-02 08:41:00,A,812
37724,93568,2024-08-13 21:12:00,A,3159
37725,93569,2024-03-28 22:20:00,A,6041
37726,93573,2025-04-05 06:51:00,A,5984
37727,93574,2026-01-23 13:31:00,A,2880
37728,93582,2026-04-17 06:22:00,A,3593
37729,93586,2024-08-22 13:16:00,C,77
37730,93589,2024-11-28 18:06:00,A,6284
37731,93590,2024-10-06 02:04:00,C,5396
37732,93592,2024-02-18 16:42:00,A,2807
37733,93598,2025-03-12 02:58:00,A,6481
37734,93601,2026-03-03 23:23:00,A,3887
37735,93602,2025-10-16 13:38:00,C,1860
37736,93604,2024-03-22 06:25:00,B,5508
37737,93605,2024-06-03 14:02:00,A,2484
37738,93606,2026-03-23 05:53:00,B,823
37739,93610,2024-07-30 09:24:00,A,2184
37740,93611,2025-05-08 03:10:00,A,2849
37741,93612,2026-07-13 15:17:00,A,856
37742,93613,2025-02-05 07:23:00,B,112
37743,93617,2025-03-17 14:00:00,A,2640
37744,93618,2026-06-05 00:03:00,A,6202
37745,93623,2025-08-17 11:11:00,B,401
37746,93624,2026-03-13 07:49:00,A,7772
37747,93625,2024-11-08 12:13:00,A,2729
37748,93626,2024-04-20 01:24:00,A,3283
37749,93634,2025-07-25 21:45:00,A,482
37750,93635,2025-02-27 16:44:00,A,4635
37751,93636,2024-10-31 20:58:00,C,5079
37752,93638,2024-10-05 18:45:00,B,1792
37753,93639,2025-12-20 15:09:00,A,1649
37754,93640,2025-11-22 09:13:00,A,549
37755,93641,2024-11-20 04:08:00,B,4349
37756,93642,2025-09-04 00:27:00,A,4944
37757,93650,2026-01-12 08:59:00,C,4764
37758,93651,2026-03-02 20:06:00,A,7876
37759,93653,2024-10-26 19:57:00,B,6741
37760,93656,2024-11-28 08:52:00,A,3955
37761,93662,2025-05-22 23:24:00,C,3000
37762,93663,2024-12-14 05:47:00,A,196
37763,93665,2025-05-03 20:24:00,C,2272
37764,93667,2025-03-08 12:02:00,A,4810
37765,93668,2024-03-18 19:08:00,C,3492
37766,93672,2024-04-27 05:00:00,B,2224
37767,93674,2025-06-28 13:51:00,B,3881
37768,93676,2024-08-04 21:11:00,A,6744
37769,93677,2024-12-30 00:26:00,A,7793
37770,93679,2026-05-20 10:46:00,A,3550
37771,93680,2024-08-07 14:50:00,A,3353
37772,93681,2024-07-01 17:10:00,B,6212
37773,93682,2025-11-25 19:29:00,A,4601
37774,93683,2024-04-26 19:28:00,C,4302
37775,93684,2025-08-29 04:51:00,A,455
37776,93685,2025-08-02 07:59:00,C,3830
37777,93691,2026-03-12 07:02:00,C,2989
37778,93693,2024-04-23 13:43:00,A,4200
37779,93697,2025-10-06 13:11:00,A,1056
37780,93698,2024-11-18 08:51:00,A,5030
37781,93700,2025-02-10 21:30:00,A,7656
37782,93703,2025-10-02 04:29:00,C,5574
37783,93706,2026-01-17 04:14:00,C,5405
37784,93707,2025-05-18 09:40:00,B,3562
37785,93711,2026-01-29 07:51:00,C,2319
37786,93712,2026-05-29 14:39:00,A,7834
37787,93715,2025-03-17 06:20:00,A,4306
37788,93716,2025-11-24 08:52:00,A,6139
37789,93717,2025-05-31 23:34:00,A,4075
37790,93730,2025-06-20 20:19:00,A,6295
37791,93738,2025-04-06 09:56:00,A,2683
37792,93742,2024-03-09 23:29:00,A,2476
37793,93743,2026-03-14 02:02:00,A,5911
37794,93745,2024-07-05 03:26:00,A,5997
37795,93750,2024-09-01 05:03:00,A,4374
37796,93752,2025-01-09 14:36:00,A,6399
37797,93753,2026-03-21 01:45:00,C,2225
37798,93759,2024-08-29 00:16:00,A,2351
37799,93761,2024-08-14 02:45:00,A,7728
37800,93763,2026-04-25 05:15:00,B,5690
37801,93764,2024-10-25 23:23:00,C,7243
37802,93765,2026-02-16 01:45:00,A,2255
37803,93775,2025-04-21 12:15:00,A,4441
37804,93776,2025-12-07 04:16:00,C,3574
37805,93778,2025-12-19 07:46:00,A,144
37806,93779,2026-01-18 20:08:00,C,1727
37807,93780,2025-02-10 20:06:00,C,7754
37808,93783,2025-03-27 05:32:00,A,2224
37809,93786,2024-06-16 01:53:00,A,3288
37810,93788,2025-02-06 14:33:00,C,538
37811,93790,2025-06-16 10:28:00,C,7603
37812,93795,2026-07-09 21:28:00,A,5972
37813,93798,2024-09-17 15:04:00,A,4212
37814,93805,2025-01-29 00:28:00,B,6398
37815,93806,2025-09-07 15:07:00,A,5877
37816,93807,2026-03-03 06:03:00,A,6344
37817,93810,2024-09-03 16:36:00,B,2415
37818,93813,2025-05-24 01:50:00,A,1321
37819,93820,2025-08-30 15:02:00,C,882
37820,93824,2024-11-20 13:08:00,A,2008
37821,93827,2025-09-04 12:57:00,C,5292
37822,93832,2025-03-16 13:38:00,C,2918
37823,93836,2025-10-25 13:24:00,A,7321
37824,93837,2025-09-04 03:37:00,B,6918
37825,93840,2025-07-12 19:01:00,A,1712
37826,93846,2025-02-26 03:05:00,B,5788
37827,93848,2024-05-02 02:30:00,B,3917
37828,93851,2024-06-08 07:59:00,C,3341
37829,93857,2024-11-29 16:55:00,A,7546
37830,93858,2025-10-24 00:09:00,A,3055
37831,93863,2026-06-03 19:46:00,A,6320
37832,93864,2025-04-18 23:07:00,B,3261
37833,93865,2024-12-31 12:06:00,A,491
37834,93870,2024-10-25 10:11:00,A,1249
37835,93872,2024-04-08 03:55:00,B,6997
37836,93874,2024-07-14 19:30:00,A,7567
37837,93882,2025-12-31 14:15:00,A,3393
37838,93883,2026-04-30 06:47:00,A,139
37839,93884,2024-09-28 12:04:00,A,1182
37840,93885,2025-02-16 11:03:00,B,548
37841,93886,2024-08-12 08:57:00,B,405
37842,93893,2026-07-01 18:48:00,C,4979
37843,93894,2025-01-06 22:49:00,A,1213
37844,93896,2025-10-29 18:56:00,C,6000
37845,93898,2025-02-15 15:10:00,B,4842
37846,93900,2025-10-26 12:30:00,A,4342
37847,93904,2024-12-30 12:21:00,A,7926
37848,93905,2024-03-29 08:18:00,A,4594
37849,93906,2026-01-02 00:28:00,C,1887
37850,93907,2026-04-30 07:03:00,B,5314
37851,93908,2025-08-31 17:57:00,A,5185
37852,93910,2025-07-05 16:38:00,C,7102
37853,93911,2025-12-08 04:33:00,B,3731
37854,93916,2025-09-05 01:07:00,B,1630
37855,93919,2024-12-19 10:21:00,A,2636
37856,93921,2024-07-28 21:27:00,A,5267
37857,93922,2025-04-03 23:14:00,A,1115
37858,93923,2024-08-27 13:20:00,C,1040
37859,93924,2025-08-29 08:41:00,A,4766
37860,93925,2025-05-26 13:30:00,A,1744
37861,93926,2025-05-12 16:34:00,A,4572
37862,93928,2025-08-29 13:06:00,A,72
37863,93935,2025-09-21 01:30:00,A,3365
37864,93936,2025-01-01 22:22:00,A,5376
37865,93937,2025-08-12 17:57:00,B,3895
37866,93938,2025-03-14 03:41:00,C,708
37867,93939,2026-07-24 08:44:00,B,6709
37868,93943,2026-05-05 13:28:00,B,5149
37869,93949,2024-04-03 13:19:00,B,1952
37870,93950,2024-10-28 03:02:00,C,7199
37871,93951,2025-03-30 04:36:00,A,2360
37872,93952,2025-02-02 00:01:00,A,7275
37873,93953,2024-07-26 17:20:00,C,5390
37874,93957,2024-12-28 09:12:00,C,844
37875,93959,2024-08-02 10:15:00,C,5401
37876,93962,2024-11-28 10:32:00,A,2430
37877,93964,2025-02-13 02:13:00,A,973
37878,93966,2025-09-08 19:57:00,A,6574
37879,93975,2026-06-27 21:11:00,A,720
37880,93978,2026-08-03 11:19:00,B,7266
37881,93979,2025-05-29 19:37:00,C,4223
37882,93981,2025-02-23 06:13:00,A,2921
37883,93984,2025-03-23 02:17:00,A,4501
37884,93986,2026-07-22 11:20:00,A,2519
37885,93987,2025-06-13 12:43:00,A,141
37886,93994,2025-06-03 09:12:00,A,3911
37887,93998,2024-08-24 17:44:00,B,1789
37888,93999,2025-01-01 14:22:00,A,6886
37889,94004,2024-03-06 12:49:00,B,713
37890,94009,2025-03-19 14:48:00,A,6898
37891,94015,2025-02-08 06:32:00,B,3973
37892,94016,2024-08-18 20:49:00,B,926
37893,94019,2026-02-20 03:52:00,A,3021
37894,94020,2025-09-18 03:21:00,A,1012
37895,94023,2026-06-22 21:53:00,A,2663
37896,94026,2026-01-12 07:09:00,A,437
37897,94029,2026-08-16 08:18:00,A,3804
37898,94030,2025-01-09 02:29:00,A,5306
37899,94031,2026-02-11 08:55:00,B,6444
37900,94032,2025-01-12 20:21:00,A,2815
37901,94033,2024-05-23 01:55:00,A,4614
37902,94034,2025-03-15 00:23:00,B,4366
37903,94036,2026-06-07 03:49:00,A,6437
37904,94038,2026-05-18 12:50:00,A,4997
37905,94040,2026-07-06 08:46:00,A,3469
37906,94041,2025-08-25 10:40:00,A,6571
37907,94046,2025-08-21 10:48:00,A,441
37908,94047,2025-07-15 11:44:00,A,7240
37909,94049,2025-06-09 16:17:00,C,2063
37910,94052,2025-10-08 17:26:00,A,7746
37911,94055,2024-03-19 22:19:00,C,5704
37912,94058,2026-01-03 05:53:00,A,1662
37913,94059,2025-04-26 06:57:00,C,748
37914,94063,2026-01-03 19:55:00,A,1825
37915,94067,2026-03-20 19:03:00,A,3124
37916,94069,2024-10-10 18:25:00,A,6966
37917,94071,2024-04-03 16:42:00,A,919
37918,94073,2024-09-16 13:19:00,B,7532
37919,94079,2025-07-05 00:28:00,B,4830
37920,94083,2025-09-25 23:29:00,C,3719
37921,94087,2026-05-19 00:42:00,A,1334
37922,94089,2024-11-15 06:50:00,A,3769
37923,94096,2026-03-22 04:36:00,A,3757
37924,94097,2025-07-09 11:42:00,A,7038
37925,94098,2025-09-18 17:18:00,A,2794
37926,94105,2025-03-29 23:48:00,C,4950
37927,94106,2026-02-26 17:42:00,A,2233
37928,94107,2024-06-10 23:12:00,C,2408
37929,94110,2024-08-02 12:17:00,C,1556
37930,94111,2025-06-23 09:33:00,A,886
37931,94112,2025-05-25 19:00:00,B,3723
37932,94113,2024-04-27 22:47:00,C,1331
37933,94116,2026-06-12 19:12:00,A,7027
37934,94118,2024-11-16 08:25:00,A,4749
37935,94120,2024-04-21 10:27:00,A,2232
37936,94121,2025-06-17 09:58:00,B,7655
37937,94122,2026-04-25 17:50:00,A,5718
37938,94124,2024-04-17 08:14:00,C,7441
37939,94125,2025-03-03 07:40:00,C,6034
37940,94126,2024-05-13 05:17:00,C,6297
37941,94127,2025-03-16 23:00:00,A,2947
37942,94129,2025-05-14 00:17:00,A,820
37943,94134,2025-01-02 07:50:00,C,3275
37944,94137,2026-07-31 00:16:00,A,845
37945,94139,2025-12-24 12:51:00,A,2310
37946,94141,2026-06-21 22:37:00,A,3090
37947,94143,2024-05-01 11:40:00,C,800
37948,94144,2025-10-23 09:35:00,A,5036
37949,94146,2024-06-08 14:46:00,A,5012
37950,94153,2024-07-13 18:46:00,A,2668
37951,94154,2025-06-12 00:16:00,A,5950
37952,94155,2026-04-29 17:39:00,A,1205
37953,94158,2025-04-28 21:27:00,A,415
37954,94159,2025-10-11 17:58:00,A,115
37955,94160,2026-03-20 17:05:00,A,4496
37956,94161,2024-07-05 23:50:00,A,669
37957,94162,2026-09-14 07:19:00,B,7249
37958,94163,2025-12-09 11:17:00,A,2774
37959,94165,2024-05-05 16:58:00,B,5159
37960,94167,2024-12-03 21:33:00,B,5749
37961,94169,2026-02-14 13:23:00,A,2567
37962,94171,2024-03-20 18:13:00,B,5499
37963,94173,2024-10-20 00:10:00,A,6860
37964,94176,2024-12-24 21:56:00,C,5310
37965,94178,2025-09-03 23:34:00,C,5623
37966,94180,2024-10-28 03:34:00,A,600
37967,94181,2025-04-15 06:22:00,C,6365
37968,94184,2024-12-08 08:18:00,C,5686
37969,94185,2024-11-14 19:50:00,A,3311
37970,94188,2025-03-05 08:25:00,C,3786
37971,94190,2024-12-08 15:55:00,A,7848
37972,94193,2025-10-17 00:25:00,A,3491
37973,94194,2026-08-31 19:52:00,A,3111
37974,94195,2026-08-09 19:16:00,A,4357
37975,94198,2026-04-22 01:53:00,A,2000
37976,94203,2025-12-11 20:29:00,A,6518
37977,94204,2025-09-04 21:56:00,B,1610
37978,94205,2025-04-10 04:20:00,A,6145
37979,94206,2025-12-30 03:13:00,C,4109
37980,94207,2026-06-26 03:00:00,A,7254
37981,94209,2026-09-03 14:44:00,A,4582
37982,94215,2024-04-20 12:41:00,C,7775
37983,94216,2025-01-19 17:03:00,A,224
37984,94218,2025-10-30 01:59:00,A,3442
37985,94219,2024-03-05 10:27:00,B,6879
37986,94221,2026-02-02 09:00:00,A,3067
37987,94222,2026-04-13 07:04:00,C,4772
37988,94227,2025-06-02 08:44:00,A,5869
37989,94233,2025-12-10 10:24:00,A,2258
37990,94234,2026-02-05 16:33:00,A,1773
37991,94236,2025-03-21 19:59:00,A,7492
37992,94237,2026-07-27 09:11:00,A,1355
37993,94238,2025-04-26 07:36:00,A,3060
37994,94239,2024-09-09 15:38:00,A,1773
37995,94240,2024-10-14 14:10:00,A,3712
37996,94241,2025-07-16 08:03:00,C,315
37997,94242,2024-06-14 11:28:00,A,5360
37998,94243,2025-10-18 05:25:00,A,1115
37999,94250,2025-05-11 01:12:00,C,7383
38000,94251,2026-07-07 10:41:00,A,4654
38001,94252,2026-01-20 05:49:00,A,2036
38002,94253,2025-04-11 11:04:00,A,1381
38003,94254,2026-02-06 04:03:00,A,5017
38004,94255,2024-08-02 10:18:00,A,7413
38005,94257,2025-11-04 23:50:00,B,4850
38006,94259,2026-07-29 12:22:00,A,1826
38007,94263,2026-09-30 05:08:00,B,1084
38008,94264,2025-06-16 05:59:00,C,1617
38009,94269,2024-10-15 05:37:00,A,2314
38010,94271,2025-09-08 05:48:00,C,4332
38011,94272,2026-06-30 04:25:00,C,277
38012,94274,2026-01-13 22:44:00,A,1167
38013,94279,2025-06-03 21:43:00,A,2399
38014,94280,2025-06-01 08:24:00,A,1393
38015,94281,2024-07-27 23:42:00,A,4008
38016,94283,2026-07-18 10:40:00,A,351
38017,94287,2024-01-22 20:38:00,C,6174
